id,lat,lon,flock
120223333,39.0087002,-96.8350311,1
122767507,34.2643927,-118.4189398,1
122861106,37.2532342,-97.4036485,1
123031244,33.8248679,-117.7167444,0
123642062,29.9434046,-90.4279171,0
123664967,29.9370001,-90.3751721,0
123666100,29.9372868,-90.3743133,0
123690791,29.930278,-90.344139,1
123699162,29.9917178,-90.4523886,0
123704380,29.829771,-90.465713,0
123712015,29.9920292,-90.4545606,0
132875745,42.0491414,-97.8341291,1
148963979,-32.2297891,115.8651202,0
150197369,29.7546752,-98.6223218,1
152704201,29.7829125,-95.5963941,1
165074408,38.2480226,-85.598841,1
168380800,46.6853984,17.3876644,0
171018908,35.2192303,-81.0516615,1
172879260,35.4964185,-80.8524343,0
175764320,32.6632653,-114.1369424,1
176939366,39.6244821,-106.5051636,1
177412923,37.2722348,-107.8719793,1
179015874,38.3672585,-85.7558409,1
179015876,38.3673649,-85.755873,1
181878348,37.938161,-87.492191,0
181886509,38.004063,-87.582457,0
184732082,42.303373,-85.602889,1
184758271,43.0412166,-85.6106708,1
184766304,43.0400461,-85.6121574,1
185049916,43.234887,-85.491152,1
189582122,38.7904712,-94.1789914,1
192454074,39.2055515,-94.7057366,1
195157879,43.274932,-70.9648921,0
198302171,40.0472326,-82.4502009,0
198379786,40.0472539,-82.4500597,0
201564236,41.8190832,-71.4207462,1
202800014,35.9298594,-83.3399905,1
203375129,36.1193994,-85.5443223,0
203396727,36.0839317,-85.5640995,0
227192948,31.952967,-102.103446,1
228219923,31.6274852,-94.1505476,0
232214627,45.757284,-89.461604,1
233322187,43.099365,-88.362021,0
235538250,42.168572,-88.126047,1
237644546,41.974905,-88.153174,1
241975905,-34.5522982,-58.5008194,0
246148847,-34.7021485,-58.4644946,0
247755110,48.2931234,20.448493,0
247755212,48.2579558,20.3504515,0
247896326,-34.5468707,-58.4922937,0
248012901,-34.5444593,-58.4507043,0
249455078,-34.534516,-58.4622764,0
249807505,-34.6836395,-58.4889674,0
249844988,-34.5694083,-58.5086571,0
